Paslaugų pavadinimas,Seniunija,Gatvė \ Objektas,Plotas,Mato vnt.
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",PETRAŠIŪNŲ SENIŪNIJA,BIRULIŠKIŲ  PL.,8642,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",PETRAŠIŪNŲ SENIŪNIJA,CHEMIJOS ,26130,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",PETRAŠIŪNŲ SENIŪNIJA,DRAUGYSTĖS G. ,23169,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",PETRAŠIŪNŲ SENIŪNIJA,DRAUGYSTĖS G. GALINIS APSISUKIMAS,3350,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",PETRAŠIŪNŲ SENIŪNIJA,ELEKTRĖNŲ G.,26225,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",PETRAŠIŪNŲ SENIŪNIJA,GARAŽŲ G.,4916,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",PETRAŠIŪNŲ SENIŪNIJA,GIMBUTIENĖS M.,2415,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",PETRAŠIŪNŲ SENIŪNIJA,KALANTOS R. SU ĮKALNĖMIS,37137,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",PETRAŠIŪNŲ SENIŪNIJA,KERAMZITO G. ,7589,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",PETRAŠIŪNŲ SENIŪNIJA,KRĖVĖS V. PR. ,6522,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",PETRAŠIŪNŲ SENIŪNIJA,MARIŲ,10924,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",PETRAŠIŪNŲ SENIŪNIJA,MASIULIO T . G. TROLEIBUSŲ APSISUKIMO AIKŠTELĖ,5000,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",PETRAŠIŪNŲ SENIŪNIJA,MASIULIO T.,18406,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",PETRAŠIŪNŲ SENIŪNIJA,MASIULIO T. (KELIAS PER HESĄ),11500,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",PETRAŠIŪNŲ SENIŪNIJA,NEVERONIŲ G. IR AUTOMAGISTRALĖS NUOVAŽOS,8173,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",PETRAŠIŪNŲ SENIŪNIJA,PALEMONO,28281,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",PETRAŠIŪNŲ SENIŪNIJA,PAMARIO,1175,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",PETRAŠIŪNŲ SENIŪNIJA,PRAMONĖS PR.,16110,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",PETRAŠIŪNŲ SENIŪNIJA,TAIKOS PR.,57580,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",PETRAŠIŪNŲ SENIŪNIJA,TECHNIKOS,15667,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",ŠANČIŲ SENIŪNIJA,ALSĖDŽIŲ,3022,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",ŠANČIŲ SENIŪNIJA,AŠMENOS I-OJI G. ,4862,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",ŠANČIŲ SENIŪNIJA,BRESLAUJOS,5922,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",ŠANČIŲ SENIŪNIJA,DANŲ ,1435,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",ŠANČIŲ SENIŪNIJA,DROBĖS ,9617,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",ŠANČIŲ SENIŪNIJA,GELEŽINKELIO,2837,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",ŠANČIŲ SENIŪNIJA,HIPODROMO G.,4348,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",ŠANČIŲ SENIŪNIJA,IVINSKIO L.,13999,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",ŠANČIŲ SENIŪNIJA,JAUNŲJŲ TALKININKŲ G. (SKUODO G.-AŠMENOS I-OJI G.),630,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",ŠANČIŲ SENIŪNIJA,JUOZAPAVIČIAUS A.,39047,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",ŠANČIŲ SENIŪNIJA,KAIŠIADORIŲ G.,6391,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",ŠANČIŲ SENIŪNIJA,MAŽEIKIŲ G.,2202,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",ŠANČIŲ SENIŪNIJA,PRAVIENIŠKIŲ G. (SKUODO G. -ŠOCIKO G.),1650,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",ŠANČIŲ SENIŪNIJA,SANDĖLIŲ (JUOZAPAVIČIAUS A. PR.-DROBĖS G.),2205,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",ŠANČIŲ SENIŪNIJA,SIŪLŲ,3580,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",ŠANČIŲ SENIŪNIJA,SKUODO G.  (A.JUOZAPAVIČIAUS PR.-JAUNŲJŲ TALKININKŲ G.),6310,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",ŠANČIŲ SENIŪNIJA,ŠOCIKO G. ,3012,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",ŠANČIŲ SENIŪNIJA,TUNELIO G. ,13760,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",ŠANČIŲ SENIŪNIJA,VYŠNIAVOS G.,1403,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",ŠANČIŲ SENIŪNIJA,VOKIEČIŲ G.,16934,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",ŠILAINIŲ SENIŪNIJA,APUOLĖS G. (BALTIJOS G. - PYLIMO G.),1800,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",ŠILAINIŲ SENIŪNIJA,BALTIJOS G.,34500,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",ŠILAINIŲ SENIŪNIJA,BALTŲ PR.,75292,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",ŠILAINIŲ SENIŪNIJA,GRUŠO J. G.,7200,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",ŠILAINIŲ SENIŪNIJA,ISLANDIJOS-JOTVINGIŲ SANKRYŽA,14265,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",ŠILAINIŲ SENIŪNIJA,JOSVAINIŲ G.,10367,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",ŠILAINIŲ SENIŪNIJA,JOTVINGIŲ G.,9255,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",ŠILAINIŲ SENIŪNIJA,KURŠIŲ G.,22435,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",ŠILAINIŲ SENIŪNIJA,LIUCIJANAVOS G. ,10984,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",ŠILAINIŲ SENIŪNIJA,NAUJAKURIŲ G. (PRŪSŲ G.-JOSVAINIŲ G.),5754,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",ŠILAINIŲ SENIŪNIJA,PANERIŲ G. IR AUTOBUSŲ APSISUKIMAS,30000,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",ŠILAINIŲ SENIŪNIJA,PRŪSŲ G.,5400,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",ŠILAINIŲ SENIŪNIJA,RIETAVO G.,4180,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",ŠILAINIŲ SENIŪNIJA,SARGĖNŲ TRANSPORTO MAZGAS,14840,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",ŠILAINIŲ SENIŪNIJA,SEMAŠKOS J. (PALTIŠKIŲ G.-GIRIOS G.),6000,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",ŠILAINIŲ SENIŪNIJA,ŠARKUVOS G.,7100,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",ŠILAINIŲ SENIŪNIJA,ŠILAINIŲ PL. VIADUKAS,650,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",ŠILAINIŲ SENIŪNIJA,UŽNERIO G.,7888,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",ŠILAINIŲ SENIŪNIJA,VANDŽIOGALOS G.,12624,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",ŠILAINIŲ SENIŪNIJA,VYTĖNŲ G. IR AUTOBUSŲ APSISUKIMAS,12199,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",ŠILAINIŲ SENIŪNIJA,ŽEMAIČIŲ PL.,34244,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",ŠILAINIŲ SENIŪNIJA,ŽIEMGALIŲ G.,10080,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",VILIJAMPOLĖS SENIŪNIJA,AUTOMAGISTRALĖS NUOVAŽA Į PANERIŲ G.,5695,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",VILIJAMPOLĖS SENIŪNIJA,BRASTOS G.,26360,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",VILIJAMPOLĖS SENIŪNIJA,DEMOKRATŲ G.,6654,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",VILIJAMPOLĖS SENIŪNIJA,JOVARŲ G.,4211,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",VILIJAMPOLĖS SENIŪNIJA,JURBARKO G.,6554,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",VILIJAMPOLĖS SENIŪNIJA,KANIŪKŲ ĮKALNĖ,6500,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",VILIJAMPOLĖS SENIŪNIJA,KĖDAINIŲ G. (RAUDONDVARIO PL-IKI ĮKALNĖS),4080,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",VILIJAMPOLĖS SENIŪNIJA,KĖDAINIŲ G. IR PYLIMO G. ĮKALNĖ,7600,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",VILIJAMPOLĖS SENIŪNIJA,KRIŠČIUKAIČIO A.,2123,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",VILIJAMPOLĖS SENIŪNIJA,KULAUTUVOS G. (VYTAUTO G.-JOVARŲ G.),11940,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",VILIJAMPOLĖS SENIŪNIJA,LINKUVOS G.,15294,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",VILIJAMPOLĖS SENIŪNIJA,NERIES KR.,35902,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",VILIJAMPOLĖS SENIŪNIJA,PANERIŲ G. IR AUTOBUSŲ APSISUKIMAS,39163,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",VILIJAMPOLĖS SENIŪNIJA,RAUDONDVARIO PL.,94000,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",VILIJAMPOLĖS SENIŪNIJA,RAUDONDVARIO PL. GALINĖ TROLEIBUSŲ APSISUKIMO AIKŠTELĖ,3352,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",VILIJAMPOLĖS SENIŪNIJA,STULGINSKIO A.  G.,6609,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",VILIJAMPOLĖS SENIŪNIJA,TILŽĖS G. (PANERIŲ- KĖDAINIŲ G.),6000,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",VILIJAMPOLĖS SENIŪNIJA,VAKARINIO APLINKELIO NUOVAŽA Į RAUDONDVARIO PL.,5600,m² 
"MECHANIZUOTAS SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ IR KITŲ NEŠVARUMŲ (SĄŠLAVŲ) VALYMAS NUO VAŽIUOJAMOSIOS GATVĖS DALIES ",VILIJAMPOLĖS SENIŪNIJA,VARNIŲ G.,27180,m² 
